~,st_data_export_price_multiplier
af_gold_fish_af_aac,0.44
af_gold_fish_af_aam,0.44
af_gold_fish_af_iam,0.44
af_gravi_af_aac,0.44
af_gravi_af_aam,0.44
af_gravi_af_iam,0.44
af_ice_af_aac,0.44
af_ice_af_aam,0.44
af_ice_af_iam,0.44
af_itcher_af_aac,0.44
af_itcher_af_aam,0.44
af_itcher_af_iam,0.44
af_itcher_lead_box,0.44
af_lobster_eyes_af_aac,0.44
af_lobster_eyes_af_aam,0.44
af_lobster_eyes_af_iam,0.44
af_lobster_eyes_lead_box,0.44
af_medusa_af_aac,0.44
af_medusa_af_aam,0.44
af_medusa_af_iam,0.44
af_mincer_meat_af_aac,0.44
af_mincer_meat_af_aam,0.44
af_mincer_meat_af_iam,0.44
af_misery_bread_af_aac,0.44
af_misery_bread_af_aam,0.44
af_misery_bread_af_iam,0.44
af_misery_bread_lead_box,0.44
af_night_star_af_aac,0.44
af_night_star_af_aam,0.44
af_night_star_af_iam,0.44
af_oasis_heart_af_aac,0.44
af_oasis_heart_af_aam,0.44
af_oasis_heart_af_iam,0.44
af_pin_af_aac,0.44
af_pin_af_aam,0.44
af_pin_af_iam,0.44
af_pin_lead_box,0.44
af_quest_b14_twisted_af_aac,0.44
af_quest_b14_twisted_af_aam,0.44
af_quest_b14_twisted_af_iam,0.44
af_ring_af_aac,0.44
af_ring_af_aam,0.44
af_ring_af_iam,0.44
af_ring_lead_box,0.44
af_soul_af_aac,0.44
af_soul_af_aam,0.44
af_soul_af_iam,0.44
af_sponge_af_aac,0.44
af_sponge_af_aam,0.44
af_sponge_af_iam,0.44
af_sponge_lead_box,0.44
af_vyvert_af_aac,0.44
af_vyvert_af_aam,0.44
af_vyvert_af_iam,0.44
anim_binoc,0.44
anim_knife,0.44
anomaly_scaner,0.44
artefact_container,0.44
bad_psy_helmet,0.44
cash,0.44
decoder,0.44
device_flash_snag,0.44
device_pda_port_bandit_leader,0.44
device_pda_zat_b5_dealer,0.44
device_torch,0.44
good_psy_helmet,0.44
hand_radio,0.44
hand_radio_r,0.44
itm_deployable_mgun,0.44
itm_pda_common,0.44
itm_pda_rare,0.44
itm_pda_uncommon,0.44
jup_a9_conservation_info,0.44
jup_a9_delivery_info,0.44
jup_a9_evacuation_info,0.44
jup_a9_losses_info,0.44
jup_a9_meeting_info,0.44
jup_a9_power_info,0.44
jup_a9_way_info,0.44
jup_b10_notes_01,0.44
jup_b10_notes_02,0.44
jup_b10_notes_03,0.44
jup_b10_ufo_memory,0.44
jup_b10_ufo_memory_2,0.44
jup_b1_half_artifact_af_aac,0.44
jup_b1_half_artifact_af_aam,0.44
jup_b1_half_artifact_af_iam,0.44
jup_b200_tech_materials_acetone,0.44
jup_b200_tech_materials_capacitor,0.44
jup_b200_tech_materials_textolite,0.44
jup_b200_tech_materials_transistor,0.44
jup_b200_tech_materials_wire,0.44
jup_b202_bandit_pda,0.44
jup_b205_sokolov_note,0.44
jup_b206_plant,0.44
jup_b207_merc_pda_with_contract,0.44
jup_b209_monster_scanner,0.44
jup_b32_scanner_device,0.44
jup_b46_duty_founder_pda,0.44
jup_b47_jupiter_products_info,0.44
jup_b47_merc_pda,0.44
jup_b9_blackbox,0.44
lx8_service_instruction,0.44
main_story_1_quest_case,0.44
main_story_2_lab_x18_documents,0.44
main_story_3_lab_x16_documents,0.44
main_story_4_lab_x10_documents,0.44
main_story_5_lab_x8_documents,0.44
main_story_6_jup_ug_documents,0.44
main_story_7_mon_con_documents,0.44
medkit_script,0.44
money_10,0.44
money_100,0.44
money_1000,0.44
money_1000_5000,0.44
money_100_200,0.44
money_10_50,0.44
money_200_300,0.44
money_300_400,0.44
money_400_500,0.44
money_50,0.44
money_500,0.44
money_5000,0.44
money_5000_end,0.44
money_500_600,0.44
money_50_100,0.44
money_600_700,0.44
money_700_800,0.44
money_800_900,0.44
money_900_1000,0.44
pri_a19_american_experiment_info,0.44
pri_a19_lab_x10_info,0.44
pri_a19_lab_x16_info,0.44
pri_a19_lab_x18_info,0.44
pri_a19_lab_x7_info,0.44
pri_a25_explosive_charge_item,0.44
pri_b35_lab_x8_key,0.44
pri_b36_monolith_hiding_place_pda,0.44
pri_decoder_documents,0.44
prt_i_ammo,0.44
prt_i_capacitors,0.44
prt_i_ceramic,0.44
prt_i_copper,0.44
prt_i_fasteners,0.44
prt_i_glass,0.44
prt_i_leather,0.44
prt_i_paper,0.44
prt_i_plastic,0.44
prt_i_resistors,0.44
prt_i_rubber,0.44
prt_i_scrap,0.44
prt_i_textolite,0.44
prt_i_transistors,0.44
prt_i_wood,0.44
prt_o_ballistic_1,0.44
prt_o_ballistic_10,0.44
prt_o_ballistic_11,0.44
prt_o_ballistic_12,0.44
prt_o_ballistic_13,0.44
prt_o_ballistic_14,0.44
prt_o_ballistic_15,0.44
prt_o_ballistic_16,0.44
prt_o_ballistic_17,0.44
prt_o_ballistic_18,0.44
prt_o_ballistic_19,0.44
prt_o_ballistic_2,0.44
prt_o_ballistic_20,0.44
prt_o_ballistic_3,0.44
prt_o_ballistic_4,0.44
prt_o_ballistic_5,0.44
prt_o_ballistic_6,0.44
prt_o_ballistic_7,0.44
prt_o_ballistic_8,0.44
prt_o_ballistic_9,0.44
prt_o_fabrics_1,0.44
prt_o_fabrics_2,0.44
prt_o_fabrics_3,0.44
prt_o_fabrics_4,0.44
prt_o_retardant_1,0.44
prt_o_retardant_10,0.44
prt_o_retardant_11,0.44
prt_o_retardant_12,0.44
prt_o_retardant_13,0.44
prt_o_retardant_14,0.44
prt_o_retardant_15,0.44
prt_o_retardant_16,0.44
prt_o_retardant_17,0.44
prt_o_retardant_18,0.44
prt_o_retardant_19,0.44
prt_o_retardant_2,0.44
prt_o_retardant_20,0.44
prt_o_retardant_3,0.44
prt_o_retardant_4,0.44
prt_o_retardant_5,0.44
prt_o_retardant_6,0.44
prt_o_retardant_7,0.44
prt_o_retardant_8,0.44
prt_o_retardant_9,0.44
prt_o_support_1,0.44
prt_w_barrel_1,0.44
prt_w_barrel_10,0.44
prt_w_barrel_11,0.44
prt_w_barrel_12,0.44
prt_w_barrel_2,0.44
prt_w_barrel_3,0.44
prt_w_barrel_4,0.44
prt_w_barrel_5,0.44
prt_w_barrel_6,0.44
prt_w_barrel_7,0.44
prt_w_barrel_8,0.44
prt_w_barrel_9,0.44
prt_w_bolt_1,0.44
prt_w_bolt_10,0.44
prt_w_bolt_11,0.44
prt_w_bolt_12,0.44
prt_w_bolt_13,0.44
prt_w_bolt_14,0.44
prt_w_bolt_15,0.44
prt_w_bolt_16,0.44
prt_w_bolt_17,0.44
prt_w_bolt_2,0.44
prt_w_bolt_3,0.44
prt_w_bolt_4,0.44
prt_w_bolt_5,0.44
prt_w_bolt_6,0.44
prt_w_bolt_7,0.44
prt_w_bolt_8,0.44
prt_w_bolt_9,0.44
prt_w_bolt_carrier_1,0.44
prt_w_bolt_carrier_10,0.44
prt_w_bolt_carrier_11,0.44
prt_w_bolt_carrier_2,0.44
prt_w_bolt_carrier_3,0.44
prt_w_bolt_carrier_4,0.44
prt_w_bolt_carrier_5,0.44
prt_w_bolt_carrier_6,0.44
prt_w_bolt_carrier_7,0.44
prt_w_bolt_carrier_8,0.44
prt_w_bolt_carrier_9,0.44
prt_w_gas_tube_1,0.44
prt_w_gas_tube_10,0.44
prt_w_gas_tube_11,0.44
prt_w_gas_tube_2,0.44
prt_w_gas_tube_3,0.44
prt_w_gas_tube_4,0.44
prt_w_gas_tube_5,0.44
prt_w_gas_tube_6,0.44
prt_w_gas_tube_7,0.44
prt_w_gas_tube_8,0.44
prt_w_gas_tube_9,0.44
prt_w_p_barrel_1,0.44
prt_w_p_barrel_2,0.44
prt_w_p_barrel_3,0.44
prt_w_p_barrel_4,0.44
prt_w_p_barrel_5,0.44
prt_w_p_barrel_6,0.44
prt_w_p_barrel_7,0.44
prt_w_p_spring_1,0.44
prt_w_p_spring_2,0.44
prt_w_p_spring_3,0.44
prt_w_p_spring_4,0.44
prt_w_p_spring_5,0.44
prt_w_p_spring_6,0.44
prt_w_p_trigger_1,0.44
prt_w_p_trigger_2,0.44
prt_w_p_trigger_3,0.44
prt_w_p_trigger_4,0.44
prt_w_trigger_components_1,0.44
prt_w_trigger_components_2,0.44
prt_w_trigger_components_3,0.44
prt_w_trigger_components_4,0.44
prt_w_trigger_components_5,0.44
prt_w_trigger_components_6,0.44
radio_connections_pda,0.44
roubles,0.44
stick_bred,0.44
stick_kolbasa,0.44
stick_kolbasa_bred,0.44
test_container,0.44
toolkit_1,0.44
toolkit_2,0.44
toolkit_3,0.44
wpn_upd,0.44
zat_a23_access_card,0.44
zat_a23_gauss_rifle_docs,0.44
zat_a23_labx8_key,0.44
zat_b12_documents_1,0.44
zat_b12_documents_2,0.44
zat_b12_key_1,0.44
zat_b12_key_2,0.44
zat_b20_noah_pda,0.44
zat_b22_medic_pda,0.44
zat_b33_safe_container,0.44
zat_b39_joker_pda,0.44
zat_b40_notebook,0.44
zat_b40_pda_1,0.44
zat_b40_pda_2,0.44
zat_b40_sarge_pda,0.44
zat_b44_barge_pda,0.44
zat_b57_gas,0.44
